Annual Total,April,August,December,District,February,January,July,June,March,May,November,October,September,State,Year,_id
2567,30.2,336.1,2.2,North and Middle Andaman,109,59.1,313.9,456.6,26,546.8,177.3,239,270.8,Andaman and Nicobar Islands,2004,5852eeb922758b3208f54bcb
2831.8,36.7,337.6,215.8,North and Middle Andaman,0,2.7,400.5,482.7,3.6,220,296.6,329.2,506.4,Andaman and Nicobar Islands,2005,5852eeb922758b3208f54bcc
2401.6,133.6,243.4,66.5,North and Middle Andaman,0.4,6.9,200.5,374.1,14,336.1,57.1,369.4,599.6,Andaman and Nicobar Islands,2006,5852eeb922758b3208f54bcd
2732,56.8,455,34.2,North and Middle Andaman,0,0,469.2,390.7,0,338.4,199.4,241.7,546.6,Andaman and Nicobar Islands,2007,5852eeb922758b3208f54bce
3613.7,194.7,498.9,47.4,North and Middle Andaman,67.7,11.8,595.6,503.9,97.3,650.4,303.1,243.1,399.8,Andaman and Nicobar Islands,2008,5852eeb922758b3208f54bcf
2837.8,131.9,447.6,64.5,North and Middle Andaman,0,0,345.5,758.2,23.8,274.4,51.2,319.6,421.1,Andaman and Nicobar Islands,2009,5852eeb922758b3208f54bd0
3365.9,5,788.5,137.2,North and Middle Andaman,0,103.5,597.1,394.5,0,408.1,94.7,544.8,292.5,Andaman and Nicobar Islands,2010,5852eeb922758b3208f54bd1
4498.5,40,815.7,215.7,North and Middle Andaman,41.7,153.1,759,461.4,262.3,341.1,89.5,150,1169,Andaman and Nicobar Islands,2011,5852eeb922758b3208f54bd2
4062.1,38,522,119.3,North and Middle Andaman,18.5,27.5,360.3,777,0,602.5,246.1,265.9,1085,Andaman and Nicobar Islands,2012,5852eeb922758b3208f54bd3
4728.6,70,447.7,41.2,North and Middle Andaman,2,7,651.1,1014.1,34.9,586.4,548.9,727.4,597.9,Andaman and Nicobar Islands,2013,5852eeb922758b3208f54bd4
2827.6,4.8,446.5,70.6,North and Middle Andaman,0.6,0,577.7,542.8,0,121.4,173.4,465.9,423.9,Andaman and Nicobar Islands,2014,5852eeb922758b3208f54bd5
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2004,5852eeb922758b3208f54bd6
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2005,5852eeb922758b3208f54bd7
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2006,5852eeb922758b3208f54bd8
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2007,5852eeb922758b3208f54bd9
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2008,5852eeb922758b3208f54bda
"",,,,South Andaman,,,,,,,,,,Andaman and Nicobar Islands,2009,5852eeb922758b3208f54bdb
4872,11.6,432.5,319.6,South Andaman,,,489.1,437.8,0,252.6,298.7,376.4,243.7,Andaman and Nicobar Islands,2010,5852eeb922758b3208f54bdc
5571.1,85.1,385.5,215.2,South Andaman,75.5,236.7,517.7,414.6,374.2,339.8,109,208.8,598,Andaman and Nicobar Islands,2011,5852eeb922758b3208f54bdd
5290.2,45.6,332.8,203.2,South Andaman,72.1,103.3,287,316.6,16.4,508.4,293.8,202.3,896.7,Andaman and Nicobar Islands,2012,5852eeb922758b3208f54bde
5178.6,27,285.2,103.6,South Andaman,31.6,44.7,586.2,586.3,15.8,573.8,247,250.9,413.5,Andaman and Nicobar Islands,2013,5852eeb922758b3208f54bdf
4514.9,3.2,247.5,31.6,South Andaman,3.7,4.2,513.6,365.1,0,272.4,192.7,415.5,451.4,Andaman and Nicobar Islands,2014,5852eeb922758b3208f54be0
2330.1,83.4,206.2,102.5,Nicobar,113.4,25.5,293.7,324.9,93.5,390.9,164.7,207.8,323.6,Andaman and Nicobar Islands,2004,5852eeb922758b3208f54be1
2521.5,66.8,174.2,528.3,Nicobar,0,75.5,166.9,430.1,83.6,262.8,323.4,226,183.9,Andaman and Nicobar Islands,2005,5852eeb922758b3208f54be2
2608.9,305.5,137.1,103.4,Nicobar,61.6,49.4,141.4,344.3,169.2,364.7,144,409.8,378.5,Andaman and Nicobar Islands,2006,5852eeb922758b3208f54be3
2394.7,51.1,347.6,123.7,Nicobar,7,21.5,180.8,343.7,60.4,433.8,315.1,232.8,277.2,Andaman and Nicobar Islands,2007,5852eeb922758b3208f54be4
2365.7,235.9,302.6,161.3,Nicobar,14,33.2,214.3,282.3,182.3,187,404.1,252.3,96.4,Andaman and Nicobar Islands,2008,5852eeb922758b3208f54be5
1837.4,161.1,169.1,142,Nicobar,27.9,67.9,152.7,139,86.6,465.2,138.4,122.6,164.9,Andaman and Nicobar Islands,2009,5852eeb922758b3208f54be6
3054.9,28.3,318.9,355.7,Nicobar,26,79.8,442.9,502,1.7,232.5,583.2,249.1,234.8,Andaman and Nicobar Islands,2010,5852eeb922758b3208f54be7
3102,158.6,184.8,350.9,Nicobar,163.1,322.2,346.4,348.8,270.5,187.9,218.2,203,347.6,Andaman and Nicobar Islands,2011,5852eeb922758b3208f54be8
2935.7,115.8,205.5,272.9,Nicobar,50.8,328,325.8,145.2,103.3,472.3,282.9,114.4,518.8,Andaman and Nicobar Islands,2012,5852eeb922758b3208f54be9
3001.6,35.7,224.1,164.4,Nicobar,110.4,209.5,377.9,666.7,101.2,268.7,183.9,307.9,351.2,Andaman and Nicobar Islands,2013,5852eeb922758b3208f54bea
2456.7,35.1,220.9,264.3,Nicobar,30.5,176.9,198.6,276.9,0,388.1,264.2,269.9,331.3,Andaman and Nicobar Islands,2014,5852eeb922758b3208f54beb
886.9,3.8,138.1,0,Krishna,2.2,21.5,203.3,111.7,0.3,102,7.3,143.3,153.4,Andhra Pradesh,2004,5852eeb922758b3208f54bed
1159.5,5.6,100.3,2.8,Krishna,4,1.1,291.4,63.7,1.4,64.3,21.6,259.7,343.6,Andhra Pradesh,2005,5852eeb922758b3208f54bee
1267.3,57.2,168,0,Krishna,0,0,75.9,132.1,68.5,54.6,101.8,386,223.2,Andhra Pradesh,2006,5852eeb922758b3208f54bef
979.9,8.1,178.9,1,Krishna,7.1,0,170.3,213.6,0,10.6,14.6,155.1,220.6,Andhra Pradesh,2007,5852eeb922758b3208f54bf0
1303.9,1.5,417,0.3,Krishna,64.6,1,241.9,146.9,107.4,2.3,150.1,53,117.9,Andhra Pradesh,2008,5852eeb922758b3208f54bf1
736.1,0,175.7,1.7,Krishna,0,0,87.2,36.1,0.8,105.1,99.1,75.6,154.8,Andhra Pradesh,2009,5852eeb922758b3208f54bf2
1805.2,20.1,296.2,92.5,Krishna,0,16.6,373.1,131.7,0,202.3,152.8,201.8,318.1,Andhra Pradesh,2010,5852eeb922758b3208f54bf3
864.5,41.5,226.5,2.6,Krishna,23.6,0,303.5,112.8,0,49.3,18.7,38.8,47.2,Andhra Pradesh,2011,5852eeb922758b3208f54bf4
1509.6,10.7,301.3,0,Krishna,0,69.6,264.5,142.9,2.1,66.5,250.2,185.4,216.4,Andhra Pradesh,2012,5852eeb922758b3208f54bf5
1317.3,53.6,152.7,4.6,Krishna,76.7,0.6,249,148,0,27.5,84.2,376.8,143.6,Andhra Pradesh,2013,5852eeb922758b3208f54bf6
622.9,0,99.2,6.9,Krishna,3,0,143.3,24.3,0,89.1,32.6,115.2,109.3,Andhra Pradesh,2014,5852eeb922758b3208f54bf7
643.5,52.7,41.4,0,Kurnool,0.3,4.6,127.5,45.3,6.7,91,3.9,97.5,172.6,Andhra Pradesh,2004,5852eeb922758b3208f54bf8
838.2,27.1,106.2,1.5,Kurnool,4,2.3,153.5,47.7,6.1,41,5.9,270.9,172,Andhra Pradesh,2005,5852eeb922758b3208f54bf9
600.8,7.4,42.2,0.4,Kurnool,0,0,71.9,127.6,25.8,71.7,60,24,169.8,Andhra Pradesh,2006,5852eeb922758b3208f54bfa
1082.2,17.5,184,0,Kurnool,3,0,72.4,432.6,0,47.4,19.4,55.4,250.5,Andhra Pradesh,2007,5852eeb922758b3208f54bfb
708.6,0.1,137,1.1,Kurnool,12.8,0,100.7,42.2,99.5,34.5,61.3,90.1,129.3,Andhra Pradesh,2008,5852eeb922758b3208f54bfc
767.9,0,88.5,3.4,Kurnool,0,0.1,24.7,88.6,12.8,67.5,57.8,197.2,227.3,Andhra Pradesh,2009,5852eeb922758b3208f54bfd
823.2,18.8,208.5,11.4,Kurnool,0,4.1,194,91.7,0,41.4,48.2,80.6,124.5,Andhra Pradesh,2010,5852eeb922758b3208f54bfe
482.1,9.2,145.1,0,Kurnool,3.7,0,117.8,58.4,0,37,17.1,58.9,34.9,Andhra Pradesh,2011,5852eeb922758b3208f54bff
609.3,35.5,151.2,1.7,Kurnool,0,5.6,141.8,32.6,3.2,34.4,46.6,60.4,96.3,Andhra Pradesh,2012,5852eeb922758b3208f54c00
703.4,29,115.8,0,Kurnool,12.6,0,129,57.4,4.6,48.7,1.6,121.2,183.5,Andhra Pradesh,2013,5852eeb922758b3208f54c01
628.9,7.7,153.4,1.7,Kurnool,1.1,0,114.4,83.2,19.7,48.9,23.3,80.4,95.1,Andhra Pradesh,2014,5852eeb922758b3208f54c02
1163.4,13.8,22.5,0,Nellore,0,0.7,110.4,19.1,5.9,204.8,204.5,380.3,201.4,Andhra Pradesh,2004,5852eeb922758b3208f54c03
1550.5,23.2,78.2,199.8,Nellore,18.2,3.4,75.1,39.7,9.7,63.7,362.9,604.8,71.8,Andhra Pradesh,2005,5852eeb922758b3208f54c04
862.7,14.6,43.1,57.3,Nellore,0,2.2,27.4,67.3,30,27.4,290,217.6,85.8,Andhra Pradesh,2006,5852eeb922758b3208f54c05
1285.8,15.3,180.9,95.6,Nellore,13,0,92.4,138.1,0,21.6,78,556.7,94.2,Andhra Pradesh,2007,5852eeb922758b3208f54c06
1102.3,0,123.4,9.2,Nellore,47,22.3,80.6,20.3,57.2,2.1,422.2,262.6,55.4,Andhra Pradesh,2008,5852eeb922758b3208f54c07
905.6,0,111.6,109.6,Nellore,0,0.1,40.3,33.2,0.1,28.5,465.7,49.6,66.9,Andhra Pradesh,2009,5852eeb922758b3208f54c08
1416.2,17.8,203.7,154.7,Nellore,0,4.9,116.3,112.5,0,108.3,343.9,244.7,109.4,Andhra Pradesh,2010,5852eeb922758b3208f54c09
1079,33.3,161.9,64.9,Nellore,38.5,9.4,59.8,58,0,6.8,320,254.5,71.9,Andhra Pradesh,2011,5852eeb922758b3208f54c0a
911,16.8,84.2,190.6,Nellore,0,47.9,116.2,30.9,0,18.4,141.3,184.7,80,Andhra Pradesh,2012,5852eeb922758b3208f54c0b
871.8,15.1,101.6,9.2,Nellore,51.8,0,140.1,38,30.6,7.6,149.5,225.4,102.9,Andhra Pradesh,2013,5852eeb922758b3208f54c0c
705.3,9.3,122.9,83.3,Nellore,2.4,0.9,62,42.5,0.6,22.5,130.9,157.1,70.9,Andhra Pradesh,2014,5852eeb922758b3208f54c0d
757.8,51,33.3,0,Prakasam,0,15.2,87.7,16.1,3.5,140.7,54.5,164.6,191.2,Andhra Pradesh,2004,5852eeb922758b3208f54c0e
958.8,5.2,60.4,4.4,Prakasam,5.8,0,108.9,24.4,1.1,44.9,70,504.6,129.1,Andhra Pradesh,2005,5852eeb922758b3208f54c0f
869,66.4,42.7,11.9,Prakasam,0,0,24.7,80.9,65.7,46.6,148.8,232.1,149.2,Andhra Pradesh,2006,5852eeb922758b3208f54c10
899.8,18.4,141,0.9,Prakasam,4.6,0,76.8,285.2,0,54,34.8,161,123.1,Andhra Pradesh,2007,5852eeb922758b3208f54c11
937.7,0.6,103.3,6,Prakasam,92.2,0,96.9,15.6,115,5.8,315.1,107.7,79.5,Andhra Pradesh,2008,5852eeb922758b3208f54c12
635.1,3.7,98.8,20.3,Prakasam,0,1.9,22.6,49.3,4.5,40.6,216.6,50.3,126.5,Andhra Pradesh,2009,5852eeb922758b3208f54c13
1403,1,205.1,108.1,Prakasam,2,17.7,170.3,106.9,4.3,265.4,227.1,163.4,131.7,Andhra Pradesh,2010,5852eeb922758b3208f54c14
569.8,11.8,94.9,11.8,Prakasam,23.1,3.2,86.2,53.4,0,35.3,57.9,153.6,38.6,Andhra Pradesh,2011,5852eeb922758b3208f54c15
886.4,15.2,91.4,4.7,Prakasam,0,37.9,130.7,53.9,2.9,32.9,194.8,216.4,105.6,Andhra Pradesh,2012,5852eeb922758b3208f54c16
986.2,21.9,156.2,0.8,Prakasam,48.5,0,128.8,72.6,0,22.3,43.7,346.8,144.6,Andhra Pradesh,2013,5852eeb922758b3208f54c17
497.1,7.8,67.2,9.5,Prakasam,0.9,0.6,102.3,15.1,3.8,25.6,83.2,103.1,78,Andhra Pradesh,2014,5852eeb922758b3208f54c18
989.7,95,86.1,0,Vishakhapatnam,11,11.8,201.5,242.8,2,69.7,12.9,125.2,131.7,Andhra Pradesh,2004,5852eeb922758b3208f54c19
1490.4,63.1,112.9,1.3,Vishakhapatnam,9.4,8.9,92.7,149.6,22.9,60.9,54.1,422.4,492.2,Andhra Pradesh,2005,5852eeb922758b3208f54c1a
1279.8,65.8,343,0.6,Vishakhapatnam,0,0,138,148.4,38.6,102.1,57,151.6,234.7,Andhra Pradesh,2006,5852eeb922758b3208f54c1b
1130.3,13,129.4,0,Vishakhapatnam,6.3,0,81.4,337.9,1.7,66.1,4,227,263.5,Andhra Pradesh,2007,5852eeb922758b3208f54c1c
906.8,16.1,174.5,0.1,Vishakhapatnam,108.2,0.1,131.7,81.8,88.2,56.5,17.6,48.1,183.9,Andhra Pradesh,2008,5852eeb922758b3208f54c1d
734.3,6.6,92,0,Vishakhapatnam,0,0,132.7,94.9,6.3,24.3,89,116.9,171.6,Andhra Pradesh,2009,5852eeb922758b3208f54c1e
1702.6,27.5,167,163,Vishakhapatnam,0.1,13.6,321,156.3,2.1,173.1,287.4,203.5,188,Andhra Pradesh,2010,5852eeb922758b3208f54c1f
867.5,68.3,183.3,7.4,Vishakhapatnam,8.8,0,219.3,72.6,2.9,100.7,2.4,33.2,168.6,Andhra Pradesh,2011,5852eeb922758b3208f54c20
1217.9,52.9,178,0,Vishakhapatnam,0,16.1,152.4,64.1,4.1,30.9,305,133.9,280.5,Andhra Pradesh,2012,5852eeb922758b3208f54c21
1082.5,51.4,141.5,7.3,Vishakhapatnam,5,4.2,101.6,93.9,0.6,20.2,72.6,445.5,138.7,Andhra Pradesh,2013,5852eeb922758b3208f54c22
1092.6,26.8,239.7,10.7,Vishakhapatnam,0,2,136.1,65.6,15.8,109.1,9.2,330.8,146.8,Andhra Pradesh,2014,5852eeb922758b3208f54c23
1034.5,80.9,86.3,0,Vizianagaram,24.9,80.4,267.5,187.8,9.3,40.6,48.5,120.4,87.9,Andhra Pradesh,2004,5852eeb922758b3208f54c24
1336.5,16.6,116.6,0.5,Vizianagaram,0,9.1,114,151.3,14.8,46.2,142.5,378.4,346.5,Andhra Pradesh,2005,5852eeb922758b3208f54c25
1273.4,58.7,374.1,0,Vizianagaram,0,0,195.6,191,52,89.5,46.4,45.8,220.3,Andhra Pradesh,2006,5852eeb922758b3208f54c26
1224.7,29.3,150.4,0,Vizianagaram,0,0,49.1,379.5,4.1,135.3,1.3,158.5,317.2,Andhra Pradesh,2007,5852eeb922758b3208f54c27
1069.3,42.4,231.2,0,Vizianagaram,55.6,10.2,235.6,86.6,72.2,63.3,8.7,22,241.5,Andhra Pradesh,2008,5852eeb922758b3208f54c28
1032.4,11.3,242.9,0,Vizianagaram,0,0,182.1,145.1,13.3,50.5,118,125,144.2,Andhra Pradesh,2009,5852eeb922758b3208f54c29
1647.9,5.5,234,133.4,Vizianagaram,9.6,46.2,293,179.9,14.8,128.9,167.1,189.6,245.9,Andhra Pradesh,2010,5852eeb922758b3208f54c2a
1017.6,88.6,220.5,12.6,Vizianagaram,25.8,0,156,115.7,1.6,109.7,1.1,80.5,205.5,Andhra Pradesh,2011,5852eeb922758b3208f54c2b
1296.9,31.8,191.5,0,Vizianagaram,0,36.5,217.8,79.4,0.9,55,294,125.8,264.2,Andhra Pradesh,2012,5852eeb922758b3208f54c2c
1028.3,57.4,112.1,0,Vizianagaram,1.8,0,160.4,172.4,0.3,32,29.1,368.8,94,Andhra Pradesh,2013,5852eeb922758b3208f54c2d
1204.4,7.1,286.3,9.1,Vizianagaram,1.2,0,173.9,85.4,23.2,148.2,9.6,284.3,176.1,Andhra Pradesh,2014,5852eeb922758b3208f54c2e
833,1.7,191.9,0,West Godavari,2.5,3.6,172.4,105.3,0,64.4,3.9,169.6,117.7,Andhra Pradesh,2004,5852eeb922758b3208f54c2f
1212.6,0.5,143,1.7,West Godavari,0,1.5,167.8,126,0,91.4,33.9,283.3,363.5,Andhra Pradesh,2005,5852eeb922758b3208f54c30
1092.7,54.1,243.8,0,West Godavari,0,0,97.5,127.7,0.7,38.3,27.2,242.9,260.5,Andhra Pradesh,2006,5852eeb922758b3208f54c31
1139,18.3,263.5,0.6,West Godavari,28.6,0,170.7,220.6,0,20.4,15.7,181.5,219.1,Andhra Pradesh,2007,5852eeb922758b3208f54c32
1234.1,3.2,384.1,0.1,West Godavari,40.9,0,289.3,129.9,101.1,6.2,113.5,43.4,122.4,Andhra Pradesh,2008,5852eeb922758b3208f54c33
753.1,0,135.8,0.6,West Godavari,0,0,157.9,23.9,1,53.3,131.2,51.5,197.9,Andhra Pradesh,2009,5852eeb922758b3208f54c34
1900.7,35.7,316.9,113.4,West Godavari,0,38.3,373.6,177.1,0,170.1,203,206.2,266.4,Andhra Pradesh,2010,5852eeb922758b3208f54c35
931.8,48.7,324.2,3.4,West Godavari,7.1,0,285.7,78.3,0,55.8,0,58.4,70.2,Andhra Pradesh,2011,5852eeb922758b3208f54c36
1611.9,1.3,369.7,0,West Godavari,0,8.9,292.9,108,3.1,36.1,303.1,217.5,271.3,Andhra Pradesh,2012,5852eeb922758b3208f54c37
1006.1,29.7,102.2,9.4,West Godavari,23.9,0.7,217.4,107.6,0,9.6,36.4,345.6,123.6,Andhra Pradesh,2013,5852eeb922758b3208f54c38
861.1,4.5,160.9,3.7,West Godavari,0.7,2.2,257,17.3,1.1,127.8,10.7,72.7,202.5,Andhra Pradesh,2014,5852eeb922758b3208f54c39
564.5,34.9,22,0,Anantapur,0,10.8,105.5,11.9,6,124.2,12.4,78.3,158.5,Andhra Pradesh,2004,5852eeb922758b3208f54c3a
819.7,32.3,134.5,10.9,Anantapur,9,1.4,135.8,52,3.9,79,36.1,181.9,142.9,Andhra Pradesh,2005,5852eeb922758b3208f54c3b
494.6,8.3,11.4,1,Anantapur,0,0,27.3,81.1,38.4,86.8,92.4,67.5,80.4,Andhra Pradesh,2006,5852eeb922758b3208f54c3c
689.9,1.5,119.9,15.3,Anantapur,0,0,63.1,171.4,0,13,8.1,115,182.6,Andhra Pradesh,2007,5852eeb922758b3208f54c3d
867.1,0,124.2,2.2,Anantapur,25.2,0,108,61.7,116.7,63,42.1,130.3,193.7,Andhra Pradesh,2008,5852eeb922758b3208f54c3e
585.3,6.3,100.9,2.8,Anantapur,0,0.4,10.2,50.8,2.7,77.5,66.6,64,203.1,Andhra Pradesh,2009,5852eeb922758b3208f54c3f
853.8,47.1,172.6,3.3,Anantapur,0,26.9,109,75.1,0,106.2,162.2,76.4,75,Andhra Pradesh,2010,5852eeb922758b3208f54c40
508.8,46.6,124.9,5.3,Anantapur,1.1,0,80.4,55.8,0,64.4,25.9,79.1,25.3,Andhra Pradesh,2011,5852eeb922758b3208f54c41
536,74,113.4,3,Anantapur,1,0.6,82.4,16,5.1,28.3,59.4,72.6,80.2,Andhra Pradesh,2012,5852eeb922758b3208f54c42
501.7,18.4,38.4,0.2,Anantapur,7.4,0,36.3,49.5,0.6,33,5.5,85.6,226.8,Andhra Pradesh,2013,5852eeb922758b3208f54c43
437.8,15.2,71.2,3.3,Anantapur,0,0,36.3,60,15.1,69.6,13.6,107.5,46,Andhra Pradesh,2014,5852eeb922758b3208f54c44
810.2,33.8,19.6,0,Chittor,2.5,3.8,97.3,35.3,2.9,184.1,79.8,150.5,200.6,Andhra Pradesh,2004,5852eeb922758b3208f54c45
1543.9,59.4,155.5,141,Chittor,27.1,0,109.1,105.3,13,78.8,286.2,365.2,203.3,Andhra Pradesh,2005,5852eeb922758b3208f54c46
844.6,20.6,96.8,38.9,Chittor,0,1.5,17,123.4,48,80.6,115.1,161.2,141.5,Andhra Pradesh,2006,5852eeb922758b3208f54c47
1092.2,26.7,200.7,167.5,Chittor,2.9,0,141.8,101.1,0,66.2,55.4,214.4,115.5,Andhra Pradesh,2007,5852eeb922758b3208f54c48
953.3,3.1,82.7,10.8,Chittor,3.4,15.9,99.6,37.6,51.7,78.5,253.1,170.3,146.6,Andhra Pradesh,2008,5852eeb922758b3208f54c49
754.4,5.1,154.2,59.2,Chittor,0,1.3,31.8,63.4,0.3,54.8,188.1,47.5,148.7,Andhra Pradesh,2009,5852eeb922758b3208f54c4a
1079.5,17.3,150.1,70.9,Chittor,0,2.1,162.3,94.7,1.3,107.1,248.9,101.8,123,Andhra Pradesh,2010,5852eeb922758b3208f54c4b
978.1,58.3,202.7,60.7,Chittor,22.5,0.6,142.1,51.9,0,35.2,177.2,116.5,110.4,Andhra Pradesh,2011,5852eeb922758b3208f54c4c
1002.5,45.2,140,123.9,Chittor,0,3.3,160.4,55.8,2.9,65.6,134.4,194.7,76.3,Andhra Pradesh,2012,5852eeb922758b3208f54c4d
856,40.5,116.8,5.4,Chittor,44.6,3,80.4,76.4,20.7,38.6,73.9,181.5,174.2,Andhra Pradesh,2013,5852eeb922758b3208f54c4e
600.4,2.5,112.6,25,Chittor,1,0.5,56.7,72.8,11.9,64.7,55.3,125.1,72.3,Andhra Pradesh,2014,5852eeb922758b3208f54c4f
632.5,26.3,12.9,0,Cuddapah,0.2,0,134,22.8,8.7,146.1,25.3,74.5,181.7,Andhra Pradesh,2004,5852eeb922758b3208f54c50
869.6,26.6,96.2,39.6,Cuddapah,4.4,0,125.9,37.8,5,39.4,91.8,333.9,69,Andhra Pradesh,2005,5852eeb922758b3208f54c51
527.4,3.8,45.9,13.1,Cuddapah,0,0,57.1,43.1,35.6,67.5,58.3,40.2,162.8,Andhra Pradesh,2006,5852eeb922758b3208f54c52
910.8,14.7,187.9,18.7,Cuddapah,0,0,52.2,204.4,0,25.2,32.2,189.5,186,Andhra Pradesh,2007,5852eeb922758b3208f54c53
648.7,0,97.9,1.4,Cuddapah,33.7,0,45.1,8.9,47.6,26.7,185,95.3,107.1,Andhra Pradesh,2008,5852eeb922758b3208f54c54
591.6,2.4,146.2,25.1,Cuddapah,0,0.1,23.9,48,3.2,50,123.3,18.7,150.7,Andhra Pradesh,2009,5852eeb922758b3208f54c55
899.7,13.9,139.6,38.7,Cuddapah,2.3,0,160.1,122.1,0,51.9,213.5,74.9,82.7,Andhra Pradesh,2010,5852eeb922758b3208f54c56
664.3,26.8,197.6,15.3,Cuddapah,1.8,0,105.1,37.5,0,34.1,84.5,109.8,51.8,Andhra Pradesh,2011,5852eeb922758b3208f54c57
558.2,39.2,90,47.5,Cuddapah,1.5,1.5,117.8,41,0.3,26.3,78.7,76.3,38.1,Andhra Pradesh,2012,5852eeb922758b3208f54c58
689.2,7.8,98,1.1,Cuddapah,26.5,0,90,82.7,5.2,32,21.7,190.1,134.1,Andhra Pradesh,2013,5852eeb922758b3208f54c59
432.6,6.5,89.4,5.6,Cuddapah,0,0,49.5,45.5,7.7,22.2,26.7,96.9,82.6,Andhra Pradesh,2014,5852eeb922758b3208f54c5a
983.3,33.7,216.4,0.2,East  Godavari,1.9,5,208.6,154.4,0,60.4,0.4,147,155.3,Andhra Pradesh,2004,5852eeb922758b3208f54c5b
1427.8,55,103.6,0,East  Godavari,6.2,6.2,179.7,115.8,8.5,25.3,19.9,362,545.6,Andhra Pradesh,2005,5852eeb922758b3208f54c5c
1184,61.8,288.8,0,East  Godavari,0,0,107,98.4,8.9,66.4,45,277.8,229.9,Andhra Pradesh,2006,5852eeb922758b3208f54c5d
1147.7,16.2,182.6,1.3,East  Godavari,10.5,0,163.6,221.8,0.8,26.1,8.7,167.6,348.5,Andhra Pradesh,2007,5852eeb922758b3208f54c5e
1123.5,8.8,280,1.7,East  Godavari,49.8,0,212.1,179.3,109.2,50.1,60.2,75.7,96.6,Andhra Pradesh,2008,5852eeb922758b3208f54c5f
607.7,6,125.3,0.3,East  Godavari,0,0.1,173,22.4,1.3,43.8,56,59.4,120.1,Andhra Pradesh,2009,5852eeb922758b3208f54c60
1908.8,10.9,247.7,134.8,East  Godavari,0,1.6,350.4,167.9,0.4,174.7,407.4,242.4,170.6,Andhra Pradesh,2010,5852eeb922758b3208f54c61
854.6,48.4,265.1,0.7,East  Godavari,11.7,0,155.1,92,2.8,61.8,4.2,97.6,115.2,Andhra Pradesh,2011,5852eeb922758b3208f54c62
1445.3,16.6,292.9,0,East  Godavari,0,3.8,256.2,87.2,1.1,34.6,316.1,139,297.8,Andhra Pradesh,2012,5852eeb922758b3208f54c63
1120.2,52.6,72.3,2.8,East  Godavari,16.1,5,163.4,93.1,0,25.7,49.5,495.8,143.9,Andhra Pradesh,2013,5852eeb922758b3208f54c64
635.7,0,100.5,4.7,East  Godavari,0,0.3,154.4,18.1,0,119.9,24,89.5,124.3,Andhra Pradesh,2014,5852eeb922758b3208f54c65
759.5,9.4,47.5,0,Guntur,0.4,3.5,192.2,102.9,7,61.4,18.7,132.8,183.7,Andhra Pradesh,2004,5852eeb922758b3208f54c66
952.7,7.6,76.2,3.3,Guntur,5.2,0.3,236,22.2,4.7,63.3,18.6,237.4,277.9,Andhra Pradesh,2005,5852eeb922758b3208f54c67
852.6,73.6,78.9,0,Guntur,0,0,52.6,86.5,45.2,63.6,65.4,238.8,148,Andhra Pradesh,2006,5852eeb922758b3208f54c68
1008.6,15.4,157.7,0.7,Guntur,12.1,0,167.3,243.6,0,32.8,40.8,115.7,222.5,Andhra Pradesh,2007,5852eeb922758b3208f54c69
964.5,5.3,297.5,4.3,Guntur,45.3,0.4,178.7,95,84.1,2.5,133.3,39.3,78.8,Andhra Pradesh,2008,5852eeb922758b3208f54c6a
643.6,0,227,4.7,Guntur,0,0,27.1,33.2,5,55,84.3,64.8,142.5,Andhra Pradesh,2009,5852eeb922758b3208f54c6b
1485.1,9.2,229.5,118.8,Guntur,0,8.6,349,124.2,0,165.3,104.9,141.7,233.9,Andhra Pradesh,2010,5852eeb922758b3208f54c6c
660.2,45.1,194.7,1,Guntur,22.4,0,199.8,44.5,0,17.8,15.9,62.3,56.7,Andhra Pradesh,2011,5852eeb922758b3208f54c6d
1012.7,6,147.8,0,Guntur,0,66,159.7,109.8,2.2,21.7,192.7,133.9,172.9,Andhra Pradesh,2012,5852eeb922758b3208f54c6e
1161.5,19.3,177.4,2.5,Guntur,80.6,0.4,151.2,115.4,0.3,32.4,59.6,358.8,163.6,Andhra Pradesh,2013,5852eeb922758b3208f54c6f
681.4,0.3,116.9,0.7,Guntur,2.4,0,130.5,19.1,0.3,65.2,51.7,149.6,144.7,Andhra Pradesh,2014,5852eeb922758b3208f54c70
1042.8,63.9,131.9,0,Srikakulam,3.1,17.4,171.7,167.3,11.3,45.5,10.8,292.9,127,Andhra Pradesh,2004,5852eeb922758b3208f54c71
1155.5,15.2,161.9,1.7,Srikakulam,0.5,17.1,150.4,93,26.4,48.4,73.3,144.2,423.4,Andhra Pradesh,2005,5852eeb922758b3208f54c72
1358.5,40,373.9,0,Srikakulam,0,0,310.1,214.1,45,86.3,13,74.9,201.2,Andhra Pradesh,2006,5852eeb922758b3208f54c73
1213.6,8.5,176.4,0,Srikakulam,0.3,0,106.5,363.9,7.4,87.2,0.6,148.4,314.4,Andhra Pradesh,2007,5852eeb922758b3208f54c74
1047.9,32.3,219.5,0,Srikakulam,60.3,49.9,188.9,72.7,45.6,88,8.7,28.2,253.8,Andhra Pradesh,2008,5852eeb922758b3208f54c75
